10022462	49	7	31	71
100265022	30	1	18	27
100269119	119	19	112	187
100281477	84	0	8	26
100367912	0	0	0	0
100768045	10	0	6	6
100849426	11	0	0	0
100941685	2	1	2	2
101075963	345	12	136	229
101171430	100	4	42	57
101277949	466	8	24	62
101451923	383	0	3	3
101517782	430	22	143	448
10166032	154	5	47	118
10172672	277	13	156	252
102078730	80	0	5	6
10218082	1	0	1	2
102292896	534	17	160	409
102503301	136	4	50	81
1026101	720	10	37	113
102650772	2	1	2	2
102661320	39	1	20	22
102726447	314	6	78	98
102774892	330	22	169	580
10296862	26	1	4	4
103062640	34	0	18	34
103090275	237	2	71	134
103304342	24	2	28	29
103542698	1174	1	4	17
103645711	205	29	126	169
103707698	0	0	0	0
103747243	29	3	3	8
103785011	2	0	0	0
103796971	0	0	0	0
103837737	19	0	0	0
104039768	989	18	127	404
104071979	0	0	0	0
104077681	993	3	123	276
104096619	84	0	7	17
10420312	93	22	58	92
104204377	240	24	107	275
104385716	0	0	0	0
104458198	39	3	34	39
104539552	294	14	201	327
104549656	54	3	44	61
10506872	1619	192	483	2387
10534892	432	28	243	456
10536972	67	3	22	26
105996925	19	0	9	15
105998371	0	0	0	0
106067454	1	0	1	1
106267790	126	9	23	43
106502459	33	2	20	31
106631177	835	105	208	678
106631978	1208	24	520	955
106701130	3	1	1	1
106742271	16	2	12	22
106950998	19	1	8	9
10706952	66	1	12	44
10710692	521	10	142	211
107190661	0	0	0	0
107219551	44	0	7	13
107296266	55	4	26	28
107299913	98	4	13	27
107338177	0	0	0	0
10744202	161	8	110	198
1079661	2	0	0	0
108080972	38	1	13	23
108197314	9	0	2	3
108211425	0	0	0	0
108211511	74	0	4	5
108338186	525	25	96	146
10841252	972	66	316	833
108516720	168	1	27	43
108559254	6	0	2	2
108563925	0	0	0	0
1086101	2130	153	641	2809
10862342	2061	53	410	1565
108647266	463	40	182	475
108870395	0	0	0	0
10887832	8	0	4	6
108918167	506	1	29	72
109087434	295	27	90	172
109094774	1077	38	168	456
10911002	207	9	167	201
109124705	77	2	23	31
10913242	377	52	179	300
109191514	0	0	0	0
109468483	62	1	13	45
109632469	401	8	69	122
109652113	57	3	36	48
109706671	80	9	20	28
110088394	23	0	4	24
110261532	72	9	38	57
110325571	2096	25	635	1600
110498512	0	0	0	0
110537461	105	18	65	92
11055812	100	2	83	111
110575701	392	25	263	402
110605798	74	1	15	20
110693926	19	0	0	0
110890366	1	0	0	0
110905886	62	5	73	108
110922862	0	0	0	0
11093342	494	4	27	46
110954187	146	12	14	49
111054282	41	4	27	39
111182924	1257	10	271	872
11123872	358	26	64	137
111312520	62	1	24	50
111574280	956	56	281	702
111575853	74	8	48	67
111583084	11	1	5	5
111587726	1	0	0	0
11169892	305	17	198	309
111869969	4	0	2	2
11207282	3199	27	1158	2580
11208532	174	28	94	167
112180953	264	5	19	78
112182892	102	7	58	100
112210929	647	18	288	785
11223742	505	47	122	216
112487105	84	0	9	9
112733590	521	1	10	12
11298572	481	6	107	189
113052680	0	0	0	0
113104608	1	1	1	1
113144177	83	0	1	83
113347285	267	19	151	209
113396323	98	0	2	2
113396907	517	28	186	554
113622896	192	5	81	126
113777257	7	0	2	2
113798559	2	0	0	0
11398052	620	5	60	90
11403932	168	19	97	166
114177854	2189	12	394	2709
114386765	0	0	0	0
114466988	0	0	0	0
114473088	315	16	124	333
11450652	0	0	0	0
114638268	238	38	73	153
114743853	7	0	4	4
114746629	768	13	218	880
114833646	11	0	5	5
11494612	376	56	216	428
114967430	15	0	6	8
115176197	532	25	126	455
115323499	304	4	33	188
115690006	0	0	0	0
11581022	873	15	232	499
115868364	11	1	5	7
116053257	0	0	0	0
11605502	66	6	47	85
116332535	4	0	0	0
11634522	874	18	276	946
116355106	617	26	65	307
116434130	21	0	0	0
116465394	40	0	1	1
116496371	18	3	6	9
116619493	0	0	0	0
11693962	231	25	106	222
117065239	4	0	1	1
117179221	0	0	0	0
117233490	47	4	28	47
