10022462	430187265	1	2	386
10022462	545559137	16	12	1014
10022462	2745440940	2	6	290
10022462	1291281	1	3	3228
10022462	334114070	2	3	2189
10022462	87130463	2	2	1996
100269119	29798562	1	1	1029
100269119	14451715	3	1	836
100269119	1576488008	1	8	341
100269119	247666697	4	5	767
100269119	18295338	1	1	779
100269119	19808779	1	2	656
100269119	506963378	1	1	396
100269119	15016854	2	2	164
100269119	16908620	2	1	1528
100269119	14143419	1	2	321
100269119	237541322	37	12	746
100269119	16995071	1	9	1439
100941685	46059346	1	1	362
101075963	84744096	2	2	766
101075963	545131687	1	1	3229
101075963	25846258	2	4	1319
101075963	1287487220	2	2	625
101075963	103643354	1	3	1380
101075963	39252085	1	1	3237
101171430	113669174	6	6	219
101277949	272697543	2	5	1297
101277949	3647561	2	11	1619
101277949	879185868	3	3	225
101277949	24841744	1	4	39
101277949	20189388	4	3	603
101277949	195480918	1	3	57
101277949	14459258	7	6	1318
101277949	18444765	17	17	602
101517782	22344582	2	9	1310
101517782	174187271	1	1	456
101517782	238424078	1	1	353
101517782	537760279	4	5	1872
101517782	74143269	5	4	328
101517782	735488172	1	8	1814
101517782	101973038	16	21	2286
101517782	246743218	2	7	453
101517782	430640703	5	2	659
101517782	16457163	2	1	114
101517782	94006740	1	1	11
101517782	49976661	16	13	1301
101517782	131648091	1	1	609
101517782	18112998	2	7	1272
101517782	81179755	1	1	208
101517782	75719412	1	5	129
101517782	360829821	1	1	66
10166032	1483982821	1	1	13
10166032	66156073	1	1	19
10166032	18194636	1	1	21
10166032	497344721	1	4	3229
10172672	76487298	1	1	53
10172672	9420612	1	1	64
10172672	241611617	7	4	3192
10172672	499933932	2	15	1631
10172672	159504012	2	5	364
10172672	261779605	2	5	289
10172672	56371773	13	11	745
102292896	2457776042	22	28	221
102292896	221717101	8	8	115
102292896	98247302	14	8	307
102292896	95213254	10	7	25
102292896	209713009	3	4	169
102292896	163923376	68	47	1768
102292896	130543252	4	3	378
102292896	92276021	10	8	66
102292896	175614228	15	12	641
102292896	115238652	11	2	3149
102503301	43104708	1	1	724
1026101	330063209	1	1	367
1026101	2381478000	2	1	28
1026101	888159162	2	6	661
102726447	1641029491	3	2	1204
102726447	36172509	1	1	163
102774892	99531289	1	2	9
102774892	132306836	5	6	684
102774892	119135918	3	2	2063
102774892	474574601	2	3	1623
102774892	105077236	2	3	219
102774892	72515770	1	1	2327
102774892	77448459	1	1	1083
102774892	1113516110	3	3	145
102774892	214043235	3	1	49
102774892	122987876	13	9	373
102774892	75818982	3	4	1110
102774892	100410091	9	18	354
102774892	1364532589	2	3	362
102774892	196138996	2	1	511
102774892	27289847	3	5	580
103090275	32652531	10	1	115
103090275	1470506557	2	1	163
103304342	126655365	1	1	154
103645711	24836873	1	1	97
103645711	44925069	5	2	647
103645711	98490769	1	1	34
103645711	98676884	2	2	2587
103645711	279746977	2	4	161
103645711	91433508	6	3	2395
103645711	105678120	3	6	778
103645711	588722880	1	2	1020
103645711	198165701	1	1	4
103645711	244868180	3	2	197
103645711	35812332	1	1	34
103747243	153960735	1	2	136
104039768	171608131	1	1	1202
104039768	2376147014	2	3	2990
104039768	388055591	5	3	84
104039768	390522952	6	8	14
104039768	21400010	2	3	71
104039768	2804357035	1	2	15
104039768	167850381	20	19	803
104039768	166617298	2	1	1568
104039768	20634003	7	9	772
104039768	6675512	131	108	987
104039768	7594982	1	1	835
104039768	469068671	8	7	542
104039768	21819068	12	10	3052
104039768	14359442	5	2	614
104039768	1611764318	13	20	28
104039768	70750431	6	9	645
104077681	16641696	15	6	396
104077681	2124071	6	1	351
10420312	323014660	1	1	202
10420312	524546182	1	1	947
10420312	100066568	2	2	21
10420312	1031561	1	2	1107
10420312	126146572	3	2	30
10420312	27073042	2	8	124
10420312	17659027	6	13	69
10420312	14912923	2	3	134
10420312	198692186	3	7	189
10420312	120647355	1	4	1069
10420312	23676989	2	3	200
10420312	187354174	2	3	3231
10420312	5543002	2	2	1179
10420312	16957691	3	2	46
10420312	302285428	2	3	610
10420312	174916180	1	1	23
10420312	658683	1	1	2390
10420312	11774462	3	3	183
104204377	14086409	1	1	897
104204377	14609431	2	4	2819
104204377	18486170	1	3	621
104204377	757840807	3	1	189
104204377	22235819	7	8	124
104204377	614767408	14	24	531
104204377	749492658	1	5	75
104204377	101938741	2	1	93
104204377	42752951	1	21	64
104204377	268891963	1	3	271
104204377	352362305	2	3	352
104204377	21838541	1	1	1626
104204377	338669390	2	6	1379
104204377	13643732	2	3	904
104204377	2436103513	2	1	26
104204377	2435840222	1	3	36
104204377	19093346	15	5	110
104204377	175182440	1	3	141
104204377	1475931252	1	1	231
104539552	80610854	1	2	3203
104539552	114136313	11	10	2891
104549656	58290114	1	1	528
104549656	108142755	6	9	220
104549656	370207414	4	5	945
10506872	848807424	11	9	1222
10506872	83894443	5	3	86
10506872	50782806	7	8	800
10506872	415055372	1	1	104
10506872	943612944	6	2	11
10506872	606486052	6	1	148
10506872	9033772	2	1	787
10506872	2750697519	1	1	21
10506872	18127420	2	2	1794
10506872	2244913214	6	1	86
10506872	15207487	31	28	2860
10506872	62619734	1	1	308
10506872	2591610468	7	1	15
10506872	14522972	10	9	2153
10506872	23379301	18	6	1387
10506872	142876776	3	4	2501
10506872	17811060	2	1	1303
10506872	18886773	2	1	86
10506872	95791063	106	131	1202
10506872	807706303	1	1	211
10506872	383871100	110	125	1432
10506872	290193022	3	2	390
10506872	43346568	3	1	735
10506872	2385580176	25	6	542
10506872	230471321	1	1	630
10506872	2364582554	1	1	13
10506872	452291239	1	1	37
10506872	6827702	15	6	3218
10506872	125578697	1	1	121
10506872	17090751	4	1	3211
10506872	1006957266	2	1	462
10506872	145336020	1	1	120
10506872	7772382	5	1	1488
10506872	31506147	1	2	674
10506872	2775315187	1	1	10
10506872	332017705	1	2	64
10506872	36633342	5	3	266
10506872	23845121	3	2	1508
10506872	32046340	5	4	292
10506872	21222149	1	1	973
10506872	164449547	10	4	1434
10506872	270128908	3	1	811
10506872	16259364	5	3	2028
10506872	2482815792	4	1	254
10506872	14699828	3	2	300
10506872	545417532	5	1	2805
10506872	230242632	1	1	561
10506872	778821961	16	7	1227
10506872	575765327	2	1	319
10506872	223022423	67	57	2739
10506872	2351783257	4	2	45
10506872	15836506	2	1	3007
10506872	14896476	3	3	403
10506872	325875043	10	6	89
10506872	20887816	2	1	31
10506872	1292303720	51	5	197
10506872	1227722214	13	5	564
10506872	14208366	21	18	1606
10506872	1963332841	1	1	73
10506872	2440210325	2	1	200
10506872	233623424	4	6	587
10506872	479441282	2	1	298
10506872	631446920	2	1	134
10506872	58883982	10	3	365
10506872	19173102	3	1	3203
10506872	122793368	6	2	2755
10506872	1117942681	2	2	33
10506872	22034159	2	1	232
10506872	2722319260	1	1	8
10506872	552796578	11	217	2437
10506872	22185381	4	4	1253
10506872	17137064	2	1	575
10506872	183665579	52	6	98
10506872	465095582	1	5	3163
10506872	19538873	3	1	835
10506872	29073312	426	553	1620
10506872	109766594	2	1	583
10506872	1019458501	2	1	390
10506872	30778312	2	2	2559
10506872	2249095628	1	1	319
10506872	142660046	4	3	666
10506872	36227027	1	1	436
10506872	19193306	1	1	24
10506872	596646565	5	1	283
10506872	86113760	2	1	2
10506872	83708386	12	19	224
10506872	1256431	1	1	31
10506872	119599600	5	3	2719
10506872	993378811	3	2	2567
10534892	22837274	2	1	149
10534892	5295	3	3	1989
10534892	369238450	5	5	224
10534892	113675583	1	1	7
10534892	14424385	1	4	535
10534892	19413316	6	9	621
10534892	16946507	3	4	1964
10534892	21674969	1	3	200
10534892	77907551	2	4	158
10534892	21779682	2	1	15
10534892	27763068	3	4	32
10534892	14401258	1	3	968
10534892	37390708	4	5	1936
10534892	761	5	6	2678
10534892	15233276	5	12	409
10536972	2242520297	1	1	364
106267790	136775116	1	1	2
106267790	148377649	1	1	22
106267790	30467475	7	3	3202
106267790	73909049	4	7	1417
106502459	118375682	1	1	5
106631177	24793089	7	2	740
106631177	2306946565	2	1	4
106631177	14541330	7	11	1604
106631177	310410270	2	1	14
106631177	502447654	5	4	772
106631177	2353651759	2	4	566
106631177	136045625	6	2	28
106631177	615638094	3	4	452
106631177	15662678	8	2	51
106631177	2515822681	2	2	1569
106631177	22816861	4	2	600
106631177	135190625	13	14	724
106631177	276669543	7	6	138
106631177	597937268	5	4	228
106631177	2269099639	4	5	1694
106631177	21005961	1	1	268
106631177	2204002448	42	14	207
106631177	34998938	1	3	1587
106631177	45401541	2	1	335
106631177	71348388	1	1	146
106631177	37990058	13	20	1099
106631177	15853000	1	1	2020
106631177	2841929400	1	3	255
106631177	91235010	14	10	686
106631177	314592118	2	5	211
106631177	71358805	1	1	265
106631177	16004295	11	3	65
106631177	243028680	3	5	1118
106631177	2786218194	1	1	35
106631177	124846305	3	4	508
106631177	1727498479	2	2	3203
106631177	2342201726	1	1	624
106631177	151197076	18	8	584
106631177	70980865	1	1	4
106631177	1873241868	6	5	437
106631177	1174235928	2	6	1819
106631177	328179995	7	2	1586
